place,latitude,longitude,date,time,temperature,humidity,wind_speed,weather
Leribe,-28.87,28.05,2025-06-29,10:00,14,65,16,Partly Cloudy
Leribe,-28.87,28.05,2025-06-29,11:00,22,50,13,Windy
Leribe,-28.87,28.05,2025-06-29,12:00,11,66,17,Rainy
Leribe,-28.87,28.05,2025-06-29,13:00,18,31,8,Cloudy
Leribe,-28.87,28.05,2025-06-29,14:00,10,32,5,Windy
Leribe,-28.87,28.05,2025-06-29,15:00,-2,65,7,Sunny
Leribe,-28.87,28.05,2025-06-29,16:00,21,42,8,Sunny
Leribe,-28.87,28.05,2025-06-29,17:00,-4,75,9,Rainy
Leribe,-28.87,28.05,2025-06-29,18:00,12,37,11,Snowy
Leribe,-28.87,28.05,2025-06-29,19:00,-2,32,9,Partly Cloudy
Leribe,-28.87,28.05,2025-06-29,20:00,7,30,17,Snowy
Leribe,-28.87,28.05,2025-06-29,21:00,10,50,7,Partly Cloudy
Leribe,-28.87,28.05,2025-06-29,22:00,11,78,15,Sunny
Leribe,-28.87,28.05,2025-06-29,23:00,7,32,11,Windy
Leribe,-28.87,28.05,2025-06-30,00:00,24,63,18,Cloudy
Leribe,-28.87,28.05,2025-06-30,01:00,0,49,11,Windy
Leribe,-28.87,28.05,2025-06-30,02:00,3,77,13,Sunny
Leribe,-28.87,28.05,2025-06-30,03:00,15,32,5,Rainy
Leribe,-28.87,28.05,2025-06-30,04:00,24,55,13,Partly Cloudy
Leribe,-28.87,28.05,2025-06-30,05:00,-3,55,8,Cloudy
Leribe,-28.87,28.05,2025-06-30,06:00,4,63,12,Rainy
Leribe,-28.87,28.05,2025-06-30,07:00,1,51,16,Rainy
Leribe,-28.87,28.05,2025-06-30,08:00,5,52,14,Partly Cloudy
Leribe,-28.87,28.05,2025-06-30,09:00,6,59,18,Snowy
Leribe,-28.87,28.05,2025-06-30,10:00,14,65,16,Partly Cloudy
Leribe,-28.87,28.05,2025-06-30,11:00,22,50,13,Windy
Leribe,-28.87,28.05,2025-06-30,12:00,11,66,17,Rainy
Leribe,-28.87,28.05,2025-06-30,13:00,18,31,8,Cloudy
Leribe,-28.87,28.05,2025-06-30,14:00,10,32,5,Windy
Leribe,-28.87,28.05,2025-06-30,15:00,-2,65,7,Sunny
Leribe,-28.87,28.05,2025-06-30,16:00,21,42,8,Sunny
Leribe,-28.87,28.05,2025-06-30,17:00,-4,75,9,Rainy
Leribe,-28.87,28.05,2025-06-30,18:00,12,37,11,Snowy
Leribe,-28.87,28.05,2025-06-30,19:00,-2,32,9,Partly Cloudy
Leribe,-28.87,28.05,2025-06-30,20:00,7,30,17,Snowy
Leribe,-28.87,28.05,2025-06-30,21:00,10,50,7,Partly Cloudy
Leribe,-28.87,28.05,2025-06-30,22:00,11,78,15,Sunny
Leribe,-28.87,28.05,2025-06-30,23:00,7,32,11,Windy
Leribe,-28.87,28.05,2025-07-01,00:00,24,63,18,Cloudy
Leribe,-28.87,28.05,2025-07-01,01:00,0,49,11,Windy
Leribe,-28.87,28.05,2025-07-01,02:00,3,77,13,Sunny
Leribe,-28.87,28.05,2025-07-01,03:00,15,32,5,Rainy
Leribe,-28.87,28.05,2025-07-01,04:00,24,55,13,Partly Cloudy
Leribe,-28.87,28.05,2025-07-01,05:00,-3,55,8,Cloudy
Leribe,-28.87,28.05,2025-07-01,06:00,4,63,12,Rainy
Leribe,-28.87,28.05,2025-07-01,07:00,1,51,16,Rainy
Leribe,-28.87,28.05,2025-07-01,08:00,5,52,14,Partly Cloudy
Leribe,-28.87,28.05,2025-07-01,09:00,6,59,18,Snowy
Leribe,-28.87,28.05,2025-07-01,10:00,14,65,16,Partly Cloudy
Leribe,-28.87,28.05,2025-07-01,11:00,22,50,13,Windy
Leribe,-28.87,28.05,2025-07-01,12:00,11,66,17,Rainy
Leribe,-28.87,28.05,2025-07-01,13:00,18,31,8,Cloudy
Leribe,-28.87,28.05,2025-07-01,14:00,10,32,5,Windy
Leribe,-28.87,28.05,2025-07-01,15:00,-2,65,7,Sunny
Leribe,-28.87,28.05,2025-07-01,16:00,21,42,8,Sunny
Leribe,-28.87,28.05,2025-07-01,17:00,-4,75,9,Rainy
Leribe,-28.87,28.05,2025-07-01,18:00,12,37,11,Snowy
Leribe,-28.87,28.05,2025-07-01,19:00,-2,32,9,Partly Cloudy
Leribe,-28.87,28.05,2025-07-01,20:00,7,30,17,Snowy
Leribe,-28.87,28.05,2025-07-01,21:00,10,50,7,Partly Cloudy
Leribe,-28.87,28.05,2025-07-01,22:00,11,78,15,Sunny
Leribe,-28.87,28.05,2025-07-01,23:00,7,32,11,Windy
Leribe,-28.87,28.05,2025-07-02,00:00,24,63,18,Cloudy
Leribe,-28.87,28.05,2025-07-02,01:00,0,49,11,Windy
Leribe,-28.87,28.05,2025-07-02,02:00,3,77,13,Sunny
Leribe,-28.87,28.05,2025-07-02,03:00,15,32,5,Rainy
Leribe,-28.87,28.05,2025-07-02,04:00,24,55,13,Partly Cloudy
Leribe,-28.87,28.05,2025-07-02,05:00,-3,55,8,Cloudy
Leribe,-28.87,28.05,2025-07-02,06:00,4,63,12,Rainy
Leribe,-28.87,28.05,2025-07-02,07:00,1,51,16,Rainy
Leribe,-28.87,28.05,2025-07-02,08:00,5,52,14,Partly Cloudy
Leribe,-28.87,28.05,2025-07-02,09:00,6,59,18,Snowy
Leribe,-28.87,28.05,2025-07-02,10:00,14,65,16,Partly Cloudy
Leribe,-28.87,28.05,2025-07-02,11:00,22,50,13,Windy
Leribe,-28.87,28.05,2025-07-02,12:00,11,66,17,Rainy
Leribe,-28.87,28.05,2025-07-02,13:00,18,31,8,Cloudy
Leribe,-28.87,28.05,2025-07-02,14:00,10,32,5,Windy
Leribe,-28.87,28.05,2025-07-02,15:00,-2,65,7,Sunny
Leribe,-28.87,28.05,2025-07-02,16:00,21,42,8,Sunny
Leribe,-28.87,28.05,2025-07-02,17:00,-4,75,9,Rainy
Leribe,-28.87,28.05,2025-07-02,18:00,12,37,11,Snowy
Leribe,-28.87,28.05,2025-07-02,19:00,-2,32,9,Partly Cloudy
Leribe,-28.87,28.05,2025-07-02,20:00,7,30,17,Snowy
Leribe,-28.87,28.05,2025-07-02,21:00,10,50,7,Partly Cloudy
Leribe,-28.87,28.05,2025-07-02,22:00,11,78,15,Sunny
Leribe,-28.87,28.05,2025-07-02,23:00,7,32,11,Windy
Leribe,-28.87,28.05,2025-07-03,00:00,24,63,18,Cloudy
Leribe,-28.87,28.05,2025-07-03,01:00,0,49,11,Windy
Leribe,-28.87,28.05,2025-07-03,02:00,3,77,13,Sunny
Leribe,-28.87,28.05,2025-07-03,03:00,15,32,5,Rainy
Leribe,-28.87,28.05,2025-07-03,04:00,24,55,13,Partly Cloudy
Leribe,-28.87,28.05,2025-07-03,05:00,-3,55,8,Cloudy
Leribe,-28.87,28.05,2025-07-03,06:00,4,63,12,Rainy
Leribe,-28.87,28.05,2025-07-03,07:00,1,51,16,Rainy
Leribe,-28.87,28.05,2025-07-03,08:00,5,52,14,Partly Cloudy
Leribe,-28.87,28.05,2025-07-03,09:00,6,59,18,Snowy
Leribe,-28.87,28.05,2025-07-03,10:00,14,65,16,Partly Cloudy
Leribe,-28.87,28.05,2025-07-03,11:00,22,50,13,Windy
Leribe,-28.87,28.05,2025-07-03,12:00,11,66,17,Rainy
Leribe,-28.87,28.05,2025-07-03,13:00,18,31,8,Cloudy
Leribe,-28.87,28.05,2025-07-03,14:00,10,32,5,Windy
Leribe,-28.87,28.05,2025-07-03,15:00,-2,65,7,Sunny
Leribe,-28.87,28.05,2025-07-03,16:00,21,42,8,Sunny
Leribe,-28.87,28.05,2025-07-03,17:00,-4,75,9,Rainy
Leribe,-28.87,28.05,2025-07-03,18:00,12,37,11,Snowy
Leribe,-28.87,28.05,2025-07-03,19:00,-2,32,9,Partly Cloudy
Leribe,-28.87,28.05,2025-07-03,20:00,7,30,17,Snowy
Leribe,-28.87,28.05,2025-07-03,21:00,10,50,7,Partly Cloudy
Leribe,-28.87,28.05,2025-07-03,22:00,11,78,15,Sunny
Leribe,-28.87,28.05,2025-07-03,23:00,7,32,11,Windy
Leribe,-28.87,28.05,2025-07-04,00:00,24,63,18,Cloudy
Leribe,-28.87,28.05,2025-07-04,01:00,0,49,11,Windy
Leribe,-28.87,28.05,2025-07-04,02:00,3,77,13,Sunny
Leribe,-28.87,28.05,2025-07-04,03:00,15,32,5,Rainy
Leribe,-28.87,28.05,2025-07-04,04:00,24,55,13,Partly Cloudy
Leribe,-28.87,28.05,2025-07-04,05:00,-3,55,8,Cloudy
Leribe,-28.87,28.05,2025-07-04,06:00,4,63,12,Rainy
Leribe,-28.87,28.05,2025-07-04,07:00,1,51,16,Rainy
Leribe,-28.87,28.05,2025-07-04,08:00,5,52,14,Partly Cloudy
Leribe,-28.87,28.05,2025-07-04,09:00,6,59,18,Snowy
Leribe,-28.87,28.05,2025-07-04,10:00,14,65,16,Partly Cloudy
Leribe,-28.87,28.05,2025-07-04,11:00,22,50,13,Windy
Leribe,-28.87,28.05,2025-07-04,12:00,11,66,17,Rainy
Leribe,-28.87,28.05,2025-07-04,13:00,18,31,8,Cloudy
Leribe,-28.87,28.05,2025-07-04,14:00,10,32,5,Windy
Leribe,-28.87,28.05,2025-07-04,15:00,-2,65,7,Sunny
Leribe,-28.87,28.05,2025-07-04,16:00,21,42,8,Sunny
Leribe,-28.87,28.05,2025-07-04,17:00,-4,75,9,Rainy
Leribe,-28.87,28.05,2025-07-04,18:00,12,37,11,Snowy
Leribe,-28.87,28.05,2025-07-04,19:00,-2,32,9,Partly Cloudy
Leribe,-28.87,28.05,2025-07-04,20:00,7,30,17,Snowy
Leribe,-28.87,28.05,2025-07-04,21:00,10,50,7,Partly Cloudy
Leribe,-28.87,28.05,2025-07-04,22:00,11,78,15,Sunny
Leribe,-28.87,28.05,2025-07-04,23:00,7,32,11,Windy
Leribe,-28.87,28.05,2025-07-05,00:00,24,63,18,Cloudy
Leribe,-28.87,28.05,2025-07-05,01:00,0,49,11,Windy
Leribe,-28.87,28.05,2025-07-05,02:00,3,77,13,Sunny
Leribe,-28.87,28.05,2025-07-05,03:00,15,32,5,Rainy
Leribe,-28.87,28.05,2025-07-05,04:00,24,55,13,Partly Cloudy
Leribe,-28.87,28.05,2025-07-05,05:00,-3,55,8,Cloudy
Leribe,-28.87,28.05,2025-07-05,06:00,4,63,12,Rainy
Leribe,-28.87,28.05,2025-07-05,07:00,1,51,16,Rainy
Leribe,-28.87,28.05,2025-07-05,08:00,5,52,14,Partly Cloudy
Leribe,-28.87,28.05,2025-07-05,09:00,6,59,18,Snowy
Leribe,-28.87,28.05,2025-07-05,10:00,14,65,16,Partly Cloudy
Leribe,-28.87,28.05,2025-07-05,11:00,22,50,13,Windy
Leribe,-28.87,28.05,2025-07-05,12:00,11,66,17,Rainy
Leribe,-28.87,28.05,2025-07-05,13:00,18,31,8,Cloudy
Leribe,-28.87,28.05,2025-07-05,14:00,10,32,5,Windy
Leribe,-28.87,28.05,2025-07-05,15:00,-2,65,7,Sunny
Leribe,-28.87,28.05,2025-07-05,16:00,21,42,8,Sunny
Leribe,-28.87,28.05,2025-07-05,17:00,-4,75,9,Rainy
Leribe,-28.87,28.05,2025-07-05,18:00,12,37,11,Snowy
Leribe,-28.87,28.05,2025-07-05,19:00,-2,32,9,Partly Cloudy
Leribe,-28.87,28.05,2025-07-05,20:00,7,30,17,Snowy
Leribe,-28.87,28.05,2025-07-05,21:00,10,50,7,Partly Cloudy
Leribe,-28.87,28.05,2025-07-05,22:00,11,78,15,Sunny
Leribe,-28.87,28.05,2025-07-05,23:00,7,32,11,Windy
Berea,-29.15,27.72,2025-06-22,00:00,18,59,16,Windy
Berea,-29.15,27.72,2025-06-22,01:00,8,40,8,Cloudy
Berea,-29.15,27.72,2025-06-22,02:00,22,76,6,Partly Cloudy
Berea,-29.15,27.72,2025-06-22,03:00,0,36,11,Snowy
Berea,-29.15,27.72,2025-06-22,04:00,18,39,8,Snowy
Berea,-29.15,27.72,2025-06-22,05:00,20,62,5,Windy
Berea,-29.15,27.72,2025-06-22,06:00,4,59,16,Snowy
Berea,-29.15,27.72,2025-06-22,07:00,0,45,10,Sunny
Berea,-29.15,27.72,2025-06-22,08:00,-1,52,15,Rainy
Berea,-29.15,27.72,2025-06-22,09:00,2,56,15,Snowy
Berea,-29.15,27.72,2025-06-22,10:00,3,32,15,Partly Cloudy
Berea,-29.15,27.72,2025-06-22,11:00,-1,76,11,Rainy
Berea,-29.15,27.72,2025-06-22,12:00,18,39,10,Rainy
Berea,-29.15,27.72,2025-06-22,13:00,14,62,17,Rainy
Berea,-29.15,27.72,2025-06-22,14:00,14,53,19,Windy
Berea,-29.15,27.72,2025-06-22,15:00,14,44,10,Windy
Berea,-29.15,27.72,2025-06-22,16:00,17,31,11,Partly Cloudy
Berea,-29.15,27.72,2025-06-22,17:00,18,60,12,Sunny
Berea,-29.15,27.72,2025-06-22,18:00,11,32,10,Sunny
Berea,-29.15,27.72,2025-06-22,19:00,-5,58,6,Snowy
Berea,-29.15,27.72,2025-06-22,20:00,16,67,7,Rainy
Berea,-29.15,27.72,2025-06-22,21:00,7,61,13,Windy
Berea,-29.15,27.72,2025-06-22,22:00,21,66,15,Cloudy
Berea,-29.15,27.72,2025-06-22,23:00,-3,71,5,Rainy
Berea,-29.15,27.72,2025-06-23,00:00,18,59,16,Windy
Berea,-29.15,27.72,2025-06-23,01:00,8,40,8,Cloudy
Berea,-29.15,27.72,2025-06-23,02:00,22,76,6,Partly Cloudy
Berea,-29.15,27.72,2025-06-23,03:00,0,36,11,Snowy
Berea,-29.15,27.72,2025-06-23,04:00,18,39,8,Snowy
Berea,-29.15,27.72,2025-06-23,05:00,20,62,5,Windy
Berea,-29.15,27.72,2025-06-23,06:00,4,59,16,Snowy
Berea,-29.15,27.72,2025-06-23,07:00,0,45,10,Sunny
Berea,-29.15,27.72,2025-06-23,08:00,-1,52,15,Rainy
Berea,-29.15,27.72,2025-06-23,09:00,2,56,15,Snowy
Berea,-29.15,27.72,2025-06-23,10:00,3,32,15,Partly Cloudy
Berea,-29.15,27.72,2025-06-23,11:00,-1,76,11,Rainy
Berea,-29.15,27.72,2025-06-23,12:00,18,39,10,Rainy
Berea,-29.15,27.72,2025-06-23,13:00,14,62,17,Rainy
Berea,-29.15,27.72,2025-06-23,14:00,14,53,19,Windy
Berea,-29.15,27.72,2025-06-23,15:00,14,44,10,Windy
Berea,-29.15,27.72,2025-06-23,16:00,17,31,11,Partly Cloudy
Berea,-29.15,27.72,2025-06-23,17:00,18,60,12,Sunny
Berea,-29.15,27.72,2025-06-23,18:00,11,32,10,Sunny
Berea,-29.15,27.72,2025-06-23,19:00,-5,58,6,Snowy
Berea,-29.15,27.72,2025-06-23,20:00,16,67,7,Rainy
Berea,-29.15,27.72,2025-06-23,21:00,7,61,13,Windy
Berea,-29.15,27.72,2025-06-23,22:00,21,66,15,Cloudy
Berea,-29.15,27.72,2025-06-23,23:00,-3,71,5,Rainy
Berea,-29.15,27.72,2025-06-24,00:00,18,59,16,Windy
Berea,-29.15,27.72,2025-06-24,01:00,8,40,8,Cloudy
Berea,-29.15,27.72,2025-06-24,02:00,22,76,6,Partly Cloudy
Berea,-29.15,27.72,2025-06-24,03:00,0,36,11,Snowy
Berea,-29.15,27.72,2025-06-24,04:00,18,39,8,Snowy
Berea,-29.15,27.72,2025-06-24,05:00,20,62,5,Windy
Berea,-29.15,27.72,2025-06-24,06:00,4,59,16,Snowy
Berea,-29.15,27.72,2025-06-24,07:00,0,45,10,Sunny
Berea,-29.15,27.72,2025-06-24,08:00,-1,52,15,Rainy
Berea,-29.15,27.72,2025-06-24,09:00,2,56,15,Snowy
Berea,-29.15,27.72,2025-06-24,10:00,3,32,15,Partly Cloudy
Berea,-29.15,27.72,2025-06-24,11:00,-1,76,11,Rainy
Berea,-29.15,27.72,2025-06-24,12:00,18,39,10,Rainy
Berea,-29.15,27.72,2025-06-24,13:00,14,62,17,Rainy
Berea,-29.15,27.72,2025-06-24,14:00,14,53,19,Windy
Berea,-29.15,27.72,2025-06-24,15:00,14,44,10,Windy
Berea,-29.15,27.72,2025-06-24,16:00,17,31,11,Partly Cloudy
Berea,-29.15,27.72,2025-06-24,17:00,18,60,12,Sunny
Berea,-29.15,27.72,2025-06-24,18:00,11,32,10,Sunny
Berea,-29.15,27.72,2025-06-24,19:00,-5,58,6,Snowy
Berea,-29.15,27.72,2025-06-24,20:00,16,67,7,Rainy
Berea,-29.15,27.72,2025-06-24,21:00,7,61,13,Windy
Berea,-29.15,27.72,2025-06-24,22:00,21,66,15,Cloudy
Berea,-29.15,27.72,2025-06-24,23:00,-3,71,5,Rainy
Berea,-29.15,27.72,2025-06-25,00:00,18,59,16,Windy
Berea,-29.15,27.72,2025-06-25,01:00,8,40,8,Cloudy
Berea,-29.15,27.72,2025-06-25,02:00,22,76,6,Partly Cloudy
Berea,-29.15,27.72,2025-06-25,03:00,0,36,11,Snowy
Berea,-29.15,27.72,2025-06-25,04:00,18,39,8,Snowy
Berea,-29.15,27.72,2025-06-25,05:00,20,62,5,Windy
Berea,-29.15,27.72,2025-06-25,06:00,4,59,16,Snowy
Berea,-29.15,27.72,2025-06-25,07:00,0,45,10,Sunny
Berea,-29.15,27.72,2025-06-25,08:00,-1,52,15,Rainy
Berea,-29.15,27.72,2025-06-25,09:00,2,56,15,Snowy
Berea,-29.15,27.72,2025-06-25,10:00,3,32,15,Partly Cloudy
Berea,-29.15,27.72,2025-06-25,11:00,-1,76,11,Rainy
Berea,-29.15,27.72,2025-06-25,12:00,18,39,10,Rainy
Berea,-29.15,27.72,2025-06-25,13:00,14,62,17,Rainy
Berea,-29.15,27.72,2025-06-25,14:00,14,53,19,Windy
Berea,-29.15,27.72,2025-06-25,15:00,14,44,10,Windy
Berea,-29.15,27.72,2025-06-25,16:00,17,31,11,Partly Cloudy
Berea,-29.15,27.72,2025-06-25,17:00,18,60,12,Sunny
Berea,-29.15,27.72,2025-06-25,18:00,11,32,10,Sunny
Berea,-29.15,27.72,2025-06-25,19:00,-5,58,6,Snowy
Berea,-29.15,27.72,2025-06-25,20:00,16,67,7,Rainy
Berea,-29.15,27.72,2025-06-25,21:00,7,61,13,Windy
Berea,-29.15,27.72,2025-06-25,22:00,21,66,15,Cloudy
Berea,-29.15,27.72,2025-06-25,23:00,-3,71,5,Rainy
Berea,-29.15,27.72,2025-06-26,00:00,18,59,16,Windy
Berea,-29.15,27.72,2025-06-26,01:00,8,40,8,Cloudy
Berea,-29.15,27.72,2025-06-26,02:00,22,76,6,Partly Cloudy
Berea,-29.15,27.72,2025-06-26,03:00,0,36,11,Snowy
Berea,-29.15,27.72,2025-06-26,04:00,18,39,8,Snowy
Berea,-29.15,27.72,2025-06-26,05:00,20,62,5,Windy
Berea,-29.15,27.72,2025-06-26,06:00,4,59,16,Snowy
Berea,-29.15,27.72,2025-06-26,07:00,0,45,10,Sunny
Berea,-29.15,27.72,2025-06-26,08:00,-1,52,15,Rainy
Berea,-29.15,27.72,2025-06-26,09:00,2,56,15,Snowy
Berea,-29.15,27.72,2025-06-26,10:00,3,32,15,Partly Cloudy
Berea,-29.15,27.72,2025-06-26,11:00,-1,76,11,Rainy
Berea,-29.15,27.72,2025-06-26,12:00,18,39,10,Rainy
Berea,-29.15,27.72,2025-06-26,13:00,14,62,17,Rainy
Berea,-29.15,27.72,2025-06-26,14:00,14,53,19,Windy
Berea,-29.15,27.72,2025-06-26,15:00,14,44,10,Windy
Berea,-29.15,27.72,2025-06-26,16:00,17,31,11,Partly Cloudy
Berea,-29.15,27.72,2025-06-26,17:00,18,60,12,Sunny
Berea,-29.15,27.72,2025-06-26,18:00,11,32,10,Sunny
Berea,-29.15,27.72,2025-06-26,19:00,-5,58,6,Snowy
Berea,-29.15,27.72,2025-06-26,20:00,16,67,7,Rainy
Berea,-29.15,27.72,2025-06-26,21:00,7,61,13,Windy
Berea,-29.15,27.72,2025-06-26,22:00,21,66,15,Cloudy
Berea,-29.15,27.72,2025-06-26,23:00,-3,71,5,Rainy
Berea,-29.15,27.72,2025-06-27,00:00,18,59,16,Windy
Berea,-29.15,27.72,2025-06-27,01:00,8,40,8,Cloudy
Berea,-29.15,27.72,2025-06-27,02:00,22,76,6,Partly Cloudy
Berea,-29.15,27.72,2025-06-27,03:00,0,36,11,Snowy
Berea,-29.15,27.72,2025-06-27,04:00,18,39,8,Snowy
Berea,-29.15,27.72,2025-06-27,05:00,20,62,5,Windy
Berea,-29.15,27.72,2025-06-27,06:00,4,59,16,Snowy
Berea,-29.15,27.72,2025-06-27,07:00,0,45,10,Sunny
Berea,-29.15,27.72,2025-06-27,08:00,-1,52,15,Rainy
Berea,-29.15,27.72,2025-06-27,09:00,2,56,15,Snowy
Berea,-29.15,27.72,2025-06-27,10:00,3,32,15,Partly Cloudy
Berea,-29.15,27.72,2025-06-27,11:00,-1,76,11,Rainy
Berea,-29.15,27.72,2025-06-27,12:00,18,39,10,Rainy
Berea,-29.15,27.72,2025-06-27,13:00,14,62,17,Rainy
Berea,-29.15,27.72,2025-06-27,14:00,14,53,19,Windy
Berea,-29.15,27.72,2025-06-27,15:00,14,44,10,Windy
Berea,-29.15,27.72,2025-06-27,16:00,17,31,11,Partly Cloudy
Berea,-29.15,27.72,2025-06-27,17:00,18,60,12,Sunny
Berea,-29.15,27.72,2025-06-27,18:00,11,32,10,Sunny
Berea,-29.15,27.72,2025-06-27,19:00,-5,58,6,Snowy
Berea,-29.15,27.72,2025-06-27,20:00,16,67,7,Rainy
Berea,-29.15,27.72,2025-06-27,21:00,7,61,13,Windy
Berea,-29.15,27.72,2025-06-27,22:00,21,66,15,Cloudy
Berea,-29.15,27.72,2025-06-27,23:00,-3,71,5,Rainy
Berea,-29.15,27.72,2025-06-28,00:00,18,59,16,Windy
Berea,-29.15,27.72,2025-06-28,01:00,8,40,8,Cloudy
Berea,-29.15,27.72,2025-06-28,02:00,22,76,6,Partly Cloudy
Berea,-29.15,27.72,2025-06-28,03:00,0,36,11,Snowy
Berea,-29.15,27.72,2025-06-28,04:00,18,39,8,Snowy
Berea,-29.15,27.72,2025-06-28,05:00,20,62,5,Windy
Berea,-29.15,27.72,2025-06-28,06:00,4,59,16,Snowy
Berea,-29.15,27.72,2025-06-28,07:00,0,45,10,Sunny
Berea,-29.15,27.72,2025-06-28,08:00,-1,52,15,Rainy
Berea,-29.15,27.72,2025-06-28,09:00,2,56,15,Snowy
Berea,-29.15,27.72,2025-06-28,10:00,3,32,15,Partly Cloudy
Berea,-29.15,27.72,2025-06-28,11:00,-1,76,11,Rainy
Berea,-29.15,27.72,2025-06-28,12:00,18,39,10,Rainy
Berea,-29.15,27.72,2025-06-28,13:00,14,62,17,Rainy
Berea,-29.15,27.72,2025-06-28,14:00,14,53,19,Windy
Berea,-29.15,27.72,2025-06-28,15:00,14,44,10,Windy
Berea,-29.15,27.72,2025-06-28,16:00,17,31,11,Partly Cloudy
Berea,-29.15,27.72,2025-06-28,17:00,18,60,12,Sunny
Berea,-29.15,27.72,2025-06-28,18:00,11,32,10,Sunny
Berea,-29.15,27.72,2025-06-28,19:00,-5,58,6,Snowy
Berea,-29.15,27.72,2025-06-28,20:00,16,67,7,Rainy
Berea,-29.15,27.72,2025-06-28,21:00,7,61,13,Windy
Berea,-29.15,27.72,2025-06-28,22:00,21,66,15,Cloudy
Berea,-29.15,27.72,2025-06-28,23:00,-3,71,5,Rainy
Berea,-29.15,27.72,2025-06-29,00:00,18,59,16,Windy
Berea,-29.15,27.72,2025-06-29,01:00,8,40,8,Cloudy
Berea,-29.15,27.72,2025-06-29,02:00,22,76,6,Partly Cloudy
Berea,-29.15,27.72,2025-06-29,03:00,0,36,11,Snowy
Berea,-29.15,27.72,2025-06-29,04:00,18,39,8,Snowy
Berea,-29.15,27.72,2025-06-29,05:00,20,62,5,Windy
Berea,-29.15,27.72,2025-06-29,06:00,4,59,16,Snowy
Berea,-29.15,27.72,2025-06-29,07:00,0,45,10,Sunny
Berea,-29.15,27.72,2025-06-29,08:00,-1,52,15,Rainy
Berea,-29.15,27.72,2025-06-29,09:00,2,56,15,Snowy
Berea,-29.15,27.72,2025-06-29,10:00,3,32,15,Partly Cloudy
Berea,-29.15,27.72,2025-06-29,11:00,-1,76,11,Rainy
Berea,-29.15,27.72,2025-06-29,12:00,18,39,10,Rainy
Berea,-29.15,27.72,2025-06-29,13:00,14,62,17,Rainy
Berea,-29.15,27.72,2025-06-29,14:00,14,53,19,Windy
Berea,-29.15,27.72,2025-06-29,15:00,14,44,10,Windy
Berea,-29.15,27.72,2025-06-29,16:00,17,31,11,Partly Cloudy
Berea,-29.15,27.72,2025-06-29,17:00,18,60,12,Sunny
Berea,-29.15,27.72,2025-06-29,18:00,11,32,10,Sunny
Berea,-29.15,27.72,2025-06-29,19:00,-5,58,6,Snowy
Berea,-29.15,27.72,2025-06-29,20:00,16,67,7,Rainy
Berea,-29.15,27.72,2025-06-29,21:00,7,61,13,Windy
Berea,-29.15,27.72,2025-06-29,22:00,21,66,15,Cloudy
Berea,-29.15,27.72,2025-06-29,23:00,-3,71,5,Rainy
Berea,-29.15,27.72,2025-06-30,00:00,18,59,16,Windy
Berea,-29.15,27.72,2025-06-30,01:00,8,40,8,Cloudy
Berea,-29.15,27.72,2025-06-30,02:00,22,76,6,Partly Cloudy
Berea,-29.15,27.72,2025-06-30,03:00,0,36,11,Snowy
Berea,-29.15,27.72,2025-06-30,04:00,18,39,8,Snowy
Berea,-29.15,27.72,2025-06-30,05:00,20,62,5,Windy
Berea,-29.15,27.72,2025-06-30,06:00,4,59,16,Snowy
Berea,-29.15,27.72,2025-06-30,07:00,0,45,10,Sunny
Berea,-29.15,27.72,2025-06-30,08:00,-1,52,15,Rainy
Berea,-29.15,27.72,2025-06-30,09:00,2,56,15,Snowy
Berea,-29.15,27.72,2025-06-30,10:00,3,32,15,Partly Cloudy
Berea,-29.15,27.72,2025-06-30,11:00,-1,76,11,Rainy
Berea,-29.15,27.72,2025-06-30,12:00,18,39,10,Rainy
Berea,-29.15,27.72,2025-06-30,13:00,14,62,17,Rainy
Berea,-29.15,27.72,2025-06-30,14:00,14,53,19,Windy
Berea,-29.15,27.72,2025-06-30,15:00,14,44,10,Windy
Berea,-29.15,27.72,2025-06-30,16:00,17,31,11,Partly Cloudy
Berea,-29.15,27.72,2025-06-30,17:00,18,60,12,Sunny
Berea,-29.15,27.72,2025-06-30,18:00,11,32,10,Sunny
Berea,-29.15,27.72,2025-06-30,19:00,-5,58,6,Snowy
Berea,-29.15,27.72,2025-06-30,20:00,16,67,7,Rainy
Berea,-29.15,27.72,2025-06-30,21:00,7,61,13,Windy
Berea,-29.15,27.72,2025-06-30,22:00,21,66,15,Cloudy
Berea,-29.15,27.72,2025-06-30,23:00,-3,71,5,Rainy
Berea,-29.15,27.72,2025-07-01,00:00,18,59,16,Windy
Berea,-29.15,27.72,2025-07-01,01:00,8,40,8,Cloudy
Berea,-29.15,27.72,2025-07-01,02:00,22,76,6,Partly Cloudy
Berea,-29.15,27.72,2025-07-01,03:00,0,36,11,Snowy
Berea,-29.15,27.72,2025-07-01,04:00,18,39,8,Snowy
Berea,-29.15,27.72,2025-07-01,05:00,20,62,5,Windy
Berea,-29.15,27.72,2025-07-01,06:00,4,59,16,Snowy
Berea,-29.15,27.72,2025-07-01,07:00,0,45,10,Sunny
Berea,-29.15,27.72,2025-07-01,08:00,-1,52,15,Rainy
Berea,-29.15,27.72,2025-07-01,09:00,2,56,15,Snowy
Berea,-29.15,27.72,2025-07-01,10:00,3,32,15,Partly Cloudy
Berea,-29.15,27.72,2025-07-01,11:00,-1,76,11,Rainy
